size,threads,sequential_time,parallel_time,speedup,speedup_ci_low,speedup_ci_high
960,1,7450847468.00,2759072892.00,2.70,2.51,2.92
960,2,7450847468.00,1808379742.80,4.12,3.98,4.27
960,4,7450847468.00,1145604422.20,6.50,6.42,6.59
960,8,7450847468.00,1042130891.50,7.15,6.55,7.87
960,10,7450847468.00,1223390358.80,6.09,5.38,7.01
960,12,7450847468.00,1710158962.50,4.36,4.18,4.55
960,14,7450847468.00,1758748493.10,4.24,4.14,4.33
960,16,7450847468.00,1682061195.40,4.43,4.08,4.84
