size,threads,sequential_time,parallel_time,speedup,speedup_ci_low,speedup_ci_high
720,1,5214638712.70,1665172146.70,3.13,3.12,3.14
720,2,5214638712.70,1111151690.60,4.69,4.56,4.83
720,4,5214638712.70,694731455.70,7.51,7.43,7.58
720,8,5214638712.70,580955621.60,8.98,8.45,9.57
720,10,5214638712.70,880880601.40,5.92,5.26,6.77
720,12,5214638712.70,1060687321.40,4.92,4.26,5.82
720,14,5214638712.70,1042899788.10,5.00,4.87,5.14
720,16,5214638712.70,1098998449.30,4.74,4.69,4.80
